i,j,theta_lo,phi_lo,theta_hi,phi_hi,hs
4,26,0.25132741228718347,3.267256359733385,0.3141592653589793,3.392920065876977,2700.6581293776017
4,27,0.25132741228718347,3.392920065876977,0.3141592653589793,3.518583772020569,1327.1050665519733
4,28,0.25132741228718347,3.518583772020569,0.3141592653589793,3.6442474781641603,1803.6624163939
4,29,0.25132741228718347,3.6442474781641603,0.3141592653589793,3.769911184307752,2012.3832755043468
4,30,0.25132741228718347,3.769911184307752,0.3141592653589793,3.8955748904513436,2884.6793697462567
4,31,0.25132741228718347,3.8955748904513436,0.3141592653589793,4.0212385965949355,2452.299830631859
4,32,0.25132741228718347,4.0212385965949355,0.3141592653589793,4.1469023027385274,4208.878598799184
4,33,0.25132741228718347,4.1469023027385274,0.3141592653589793,4.272566008882119,4426.634796383201
4,34,0.25132741228718347,4.272566008882119,0.3141592653589793,4.39822971502571,2649.7151657226436
4,35,0.25132741228718347,4.39822971502571,0.3141592653589793,4.523893421169302,1557.4834957724293
4,36,0.25132741228718347,4.523893421169302,0.3141592653589793,4.649557127312894,3101.7545116664287
4,37,0.25132741228718347,4.649557127312894,0.3141592653589793,4.775220833456486,4008.194196522004
4,38,0.25132741228718347,4.775220833456486,0.3141592653589793,4.900884539600078,2938.482767189338
4,39,0.25132741228718347,4.900884539600078,0.3141592653589793,5.026548245743669,3106.6581124460736
4,40,0.25132741228718347,5.026548245743669,0.3141592653589793,5.152211951887261,3582.0349658039904
4,41,0.25132741228718347,5.152211951887261,0.3141592653589793,5.277875658030853,2673.0072694258365
4,42,0.25132741228718347,5.277875658030853,0.3141592653589793,5.403539364174445,1583.409014709142
4,43,0.25132741228718347,5.403539364174445,0.3141592653589793,5.529203070318037,3122.367796425217
4,44,0.25132741228718347,5.529203070318037,0.3141592653589793,5.6548667764616285,2236.6322037502737
4,45,0.25132741228718347,5.6548667764616285,0.3141592653589793,5.7805304826052195,3397.8321105916793
4,46,0.25132741228718347,5.7805304826052195,0.3141592653589793,5.906194188748811,2717.139676442447
4,47,0.25132741228718347,5.906194188748811,0.3141592653589793,6.031857894892403,2047.0717106490906
4,48,0.25132741228718347,6.031857894892403,0.3141592653589793,6.157521601035995,1584.9527408805047
4,49,0.25132741228718347,6.157521601035995,0.3141592653589793,6.283185307179586,921.9677539910552
5,0,0.3141592653589793,0.0,0.3769911184307752,0.12566370614359174,740.8397726186652
5,1,0.3141592653589793,0.12566370614359174,0.3769911184307752,0.25132741228718347,2062.0183686823384
5,2,0.3141592653589793,0.25132741228718347,0.3769911184307752,0.3769911184307752,1297.3577422371081
5,3,0.3141592653589793,0.3769911184307752,0.3769911184307752,0.5026548245743669,2057.9796681905505
5,4,0.3141592653589793,0.5026548245743669,0.3769911184307752,0.6283185307179586,2624.444807538769
5,5,0.3141592653589793,0.6283185307179586,0.3769911184307752,0.7539822368615504,2441.431842660883
5,6,0.3141592653589793,0.7539822368615504,0.3769911184307752,0.8796459430051422,2989.7228297960532
5,7,0.3141592653589793,0.8796459430051422,0.3769911184307752,1.0053096491487339,2992.9762274144414
5,8,0.3141592653589793,1.0053096491487339,0.3769911184307752,1.1309733552923256,2251.6877102966887
5,9,0.3141592653589793,1.1309733552923256,0.3769911184307752,1.2566370614359172,2252.6599900447113
5,10,0.3141592653589793,1.2566370614359172,0.3769911184307752,1.3823007675795091,3556.000992269647
5,11,0.3141592653589793,1.3823007675795091,0.3769911184307752,1.5079644737231008,3563.5922533792195
5,12,0.3141592653589793,1.5079644737231008,0.3769911184307752,1.6336281798666925,2417.872756458788
5,13,0.3141592653589793,1.6336281798666925,0.3769911184307752,1.7592918860102844,2071.367212413327
5,14,0.3141592653589793,1.7592918860102844,0.3769911184307752,1.884955592153876,2251.8746871713083
5,15,0.3141592653589793,1.884955592153876,0.3769911184307752,2.0106192982974678,2847.5456143351425
5,16,0.3141592653589793,2.0106192982974678,0.3769911184307752,2.1362830044410597,2306.359748435521
5,17,0.3141592653589793,2.1362830044410597,0.3769911184307752,2.261946710584651,3051.01384929644
5,18,0.3141592653589793,2.261946710584651,0.3769911184307752,2.387610416728243,1868.7964664502106
5,19,0.3141592653589793,2.387610416728243,0.3769911184307752,2.5132741228718345,2311.632496299808
5,20,0.3141592653589793,2.5132741228718345,0.3769911184307752,2.6389378290154264,2121.3648286866674
5,21,0.3141592653589793,2.6389378290154264,0.3769911184307752,2.7646015351590183,2448.6491500212064
5,22,0.3141592653589793,2.7646015351590183,0.3769911184307752,2.8902652413026098,2283.2494067325188
5,23,0.3141592653589793,2.8902652413026098,0.3769911184307752,3.0159289474462017,1521.2064565319586
5,24,0.3141592653589793,3.0159289474462017,0.3769911184307752,3.1415926535897936,1910.454914115507
5,25,0.3141592653589793,3.1415926535897936,0.3769911184307752,3.267256359733385,2035.7668154857192
5,26,0.3141592653589793,3.267256359733385,0.3769911184307752,3.392920065876977,1504.4533285660227
5,27,0.3141592653589793,3.392920065876977,0.3769911184307752,3.518583772020569,1484.1102446073855
5,28,0.3141592653589793,3.518583772020569,0.3769911184307752,3.6442474781641603,737.175025876118
5,29,0.3141592653589793,3.6442474781641603,0.3769911184307752,3.769911184307752,3096.150066829654
5,30,0.3141592653589793,3.769911184307752,0.3769911184307752,3.8955748904513436,2966.350720468583
5,31,0.3141592653589793,3.8955748904513436,0.3769911184307752,4.0212385965949355,2004.05553755019
5,32,0.3141592653589793,4.0212385965949355,0.3769911184307752,4.1469023027385274,2012.5068922830062
5,33,0.3141592653589793,4.1469023027385274,0.3769911184307752,4.272566008882119,1824.295970290692
5,34,0.3141592653589793,4.272566008882119,0.3769911184307752,4.39822971502571,2022.379271262947
5,35,0.3141592653589793,4.39822971502571,0.3769911184307752,4.523893421169302,3648.629335956308
5,36,0.3141592653589793,4.523893421169302,0.3769911184307752,4.649557127312894,2761.83541500941
5,37,0.3141592653589793,4.649557127312894,0.3769911184307752,4.775220833456486,3107.8548191808554
5,38,0.3141592653589793,4.775220833456486,0.3769911184307752,4.900884539600078,2032.8125808667196
5,39,0.3141592653589793,4.900884539600078,0.3769911184307752,5.026548245743669,2558.516761547833
5,40,0.3141592653589793,5.026548245743669,0.3769911184307752,5.152211951887261,3154.3372702113443
5,41,0.3141592653589793,5.152211951887261,0.3769911184307752,5.277875658030853,2585.7779898673853
5,42,0.3141592653589793,5.277875658030853,0.3769911184307752,5.403539364174445,1668.4694429825317
5,43,0.3141592653589793,5.403539364174445,0.3769911184307752,5.529203070318037,3370.033792772772
5,44,0.3141592653589793,5.529203070318037,0.3769911184307752,5.6548667764616285,2040.815191100448
5,45,0.3141592653589793,5.6548667764616285,0.3769911184307752,5.7805304826052195,2235.757280579092
5,46,0.3141592653589793,5.7805304826052195,0.3769911184307752,5.906194188748811,2409.645773975512
5,47,0.3141592653589793,5.906194188748811,0.3769911184307752,6.031857894892403,1302.742676226157
5,48,0.3141592653589793,6.031857894892403,0.3769911184307752,6.157521601035995,3139.49130636653
5,49,0.3141592653589793,6.157521601035995,0.3769911184307752,6.283185307179586,2045.1530545916426
6,0,0.3769911184307752,0.0,0.4398229715025711,0.12566370614359174,1895.3264435500896
